open_time,open,high,low,close,close_time,trades,volume
2018-05-29 03:00:00+02:00,11.622,11.69,11.5065,11.53,2018-05-29 03:14:59.999000+02:00,443,50768.67
2018-05-29 03:15:00+02:00,11.53,11.5652,11.4159,11.4545,2018-05-29 03:29:59.999000+02:00,835,97035.77
2018-05-29 03:30:00+02:00,11.4725,11.559,11.32,11.5313,2018-05-29 03:44:59.999000+02:00,961,77747.06
2018-05-29 03:45:00+02:00,11.4989,11.6768,11.4666,11.6116,2018-05-29 03:59:59.999000+02:00,1091,75273.69
2018-05-29 04:00:00+02:00,11.6091,11.6116,11.4971,11.533,2018-05-29 04:14:59.999000+02:00,728,42784.02
2018-05-29 04:15:00+02:00,11.5305,11.5726,11.4437,11.4753,2018-05-29 04:29:59.999000+02:00,455,48671.03
2018-05-29 04:30:00+02:00,11.4687,11.5259,11.41,11.4375,2018-05-29 04:44:59.999000+02:00,734,69750.73
2018-05-29 04:45:00+02:00,11.44,11.61,11.4151,11.5614,2018-05-29 04:59:59.999000+02:00,473,42219.58
2018-05-29 05:00:00+02:00,11.5615,11.5879,11.4499,11.5527,2018-05-29 05:14:59.999000+02:00,886,47420.61
2018-05-29 05:15:00+02:00,11.5691,11.61,11.529,11.529,2018-05-29 05:29:59.999000+02:00,480,47658.08
2018-05-29 05:30:00+02:00,11.5415,11.6473,11.5344,11.6098,2018-05-29 05:44:59.999000+02:00,354,44254.26
2018-05-29 05:45:00+02:00,11.6034,11.6748,11.6,11.6074,2018-05-29 05:59:59.999000+02:00,281,50292.93
2018-05-29 06:00:00+02:00,11.6074,11.6398,11.569,11.6398,2018-05-29 06:14:59.999000+02:00,302,68814.34
2018-05-29 06:15:00+02:00,11.64,11.6715,11.558,11.6464,2018-05-29 06:29:59.999000+02:00,227,30591.33
2018-05-29 06:30:00+02:00,11.6396,11.6574,11.5506,11.5642,2018-05-29 06:44:59.999000+02:00,244,40865.16
2018-05-29 06:45:00+02:00,11.5639,11.6162,11.5262,11.5509,2018-05-29 06:59:59.999000+02:00,251,43141.29
2018-05-29 07:00:00+02:00,11.5484,11.5598,11.112,11.1927,2018-05-29 07:14:59.999000+02:00,970,91795.64
2018-05-29 07:15:00+02:00,11.1926,11.2494,10.85,10.8813,2018-05-29 07:29:59.999000+02:00,2497,170388.26
2018-05-29 07:30:00+02:00,10.8703,10.9999,10.7,10.8008,2018-05-29 07:44:59.999000+02:00,1585,190655.63
2018-05-29 07:45:00+02:00,10.8099,11.0687,10.7976,10.8618,2018-05-29 07:59:59.999000+02:00,1119,124568.46
2018-05-29 08:00:00+02:00,10.8618,11.0687,10.7673,10.81,2018-05-29 08:14:59.999000+02:00,803,75750.1
2018-05-29 08:15:00+02:00,10.81,10.8948,10.7,10.7367,2018-05-29 08:29:59.999000+02:00,1501,109063.42
2018-05-29 08:30:00+02:00,10.7367,10.941,10.7,10.7745,2018-05-29 08:44:59.999000+02:00,738,85689.2
2018-05-29 08:45:00+02:00,10.7847,10.8975,10.7701,10.8243,2018-05-29 08:59:59.999000+02:00,457,45319.47
2018-05-29 09:00:00+02:00,10.8219,11.009,10.8054,10.9294,2018-05-29 09:14:59.999000+02:00,414,57700.93
2018-05-29 09:15:00+02:00,10.93,11.28,10.9163,11.1294,2018-05-29 09:29:59.999000+02:00,910,88019.1
2018-05-29 09:30:00+02:00,11.1294,11.1999,10.9559,11.0722,2018-05-29 09:44:59.999000+02:00,574,67066.08
2018-05-29 09:45:00+02:00,11.069,11.2,10.9507,11.1525,2018-05-29 09:59:59.999000+02:00,522,52968.49
2018-05-29 10:00:00+02:00,11.1525,11.396,11.0574,11.2543,2018-05-29 10:14:59.999000+02:00,1393,145835.9
2018-05-29 10:15:00+02:00,11.2543,11.2781,11.1003,11.1378,2018-05-29 10:29:59.999000+02:00,579,48312.07
2018-05-29 10:30:00+02:00,11.1375,11.2135,11.1,11.147,2018-05-29 10:44:59.999000+02:00,581,70340.29
2018-05-29 10:45:00+02:00,11.147,11.259,11.12,11.1611,2018-05-29 10:59:59.999000+02:00,282,30154.34
2018-05-29 11:00:00+02:00,11.17,11.1793,10.92,11.04,2018-05-29 11:14:59.999000+02:00,630,59244.6
2018-05-29 11:15:00+02:00,11.04,11.0902,10.84,10.9633,2018-05-29 11:29:59.999000+02:00,670,101658.04
2018-05-29 11:30:00+02:00,10.9633,11.09,10.9209,11.0627,2018-05-29 11:44:59.999000+02:00,458,56954.35
2018-05-29 11:45:00+02:00,11.0662,11.1499,11.0513,11.1112,2018-05-29 11:59:59.999000+02:00,219,25389.72
2018-05-29 12:00:00+02:00,11.1201,11.1961,11.0222,11.08,2018-05-29 12:14:59.999000+02:00,514,62988.66
2018-05-29 12:15:00+02:00,11.0472,11.25,11.02,11.1711,2018-05-29 12:29:59.999000+02:00,584,54445.16
2018-05-29 12:30:00+02:00,11.1887,11.2589,11.1137,11.2087,2018-05-29 12:44:59.999000+02:00,387,50191.89
2018-05-29 12:45:00+02:00,11.2373,11.46,11.2153,11.4492,2018-05-29 12:59:59.999000+02:00,597,50244.95
2018-05-29 13:00:00+02:00,11.449,11.8,11.4301,11.5521,2018-05-29 13:14:59.999000+02:00,1666,127767.93
2018-05-29 13:15:00+02:00,11.5526,11.93,11.533,11.8012,2018-05-29 13:29:59.999000+02:00,1132,104908.15
2018-05-29 13:30:00+02:00,11.8011,12.0617,11.7291,11.8042,2018-05-29 13:44:59.999000+02:00,2361,183285.46
2018-05-29 13:45:00+02:00,11.812,11.9303,11.7201,11.8201,2018-05-29 13:59:59.999000+02:00,1437,119043.56
2018-05-29 14:00:00+02:00,11.8207,11.99,11.7948,11.8604,2018-05-29 14:14:59.999000+02:00,1159,102527.64
2018-05-29 14:15:00+02:00,11.8808,11.8808,11.6906,11.75,2018-05-29 14:29:59.999000+02:00,872,70397.68
2018-05-29 14:30:00+02:00,11.7501,11.86,11.701,11.82,2018-05-29 14:44:59.999000+02:00,795,77240.65
2018-05-29 14:45:00+02:00,11.8042,11.85,11.7399,11.7881,2018-05-29 14:59:59.999000+02:00,427,56435.6
2018-05-29 15:00:00+02:00,11.7882,11.9308,11.7882,11.8858,2018-05-29 15:14:59.999000+02:00,627,53358.12
2018-05-29 15:15:00+02:00,11.89,12.1,11.8827,12.0171,2018-05-29 15:29:59.999000+02:00,1325,113645.13
2018-05-29 15:30:00+02:00,12.0171,12.0222,11.8274,11.8561,2018-05-29 15:44:59.999000+02:00,1081,95754.18
2018-05-29 15:45:00+02:00,11.8377,11.95,11.8353,11.9075,2018-05-29 15:59:59.999000+02:00,521,51000.73
2018-05-29 16:00:00+02:00,11.8993,11.9679,11.8365,11.8365,2018-05-29 16:14:59.999000+02:00,682,74302.87
2018-05-29 16:15:00+02:00,11.8365,11.8919,11.71,11.8025,2018-05-29 16:29:59.999000+02:00,857,71979.36
2018-05-29 16:30:00+02:00,11.8151,11.86,11.7533,11.8,2018-05-29 16:44:59.999000+02:00,616,67533.73
2018-05-29 16:45:00+02:00,11.8,11.8747,11.7879,11.8097,2018-05-29 16:59:59.999000+02:00,375,57048.44
2018-05-29 17:00:00+02:00,11.8208,11.8516,11.7539,11.7718,2018-05-29 17:14:59.999000+02:00,579,63556.92
2018-05-29 17:15:00+02:00,11.7718,11.8497,11.7041,11.7156,2018-05-29 17:29:59.999000+02:00,589,45670.39
2018-05-29 17:30:00+02:00,11.72,11.8284,11.7172,11.7941,2018-05-29 17:44:59.999000+02:00,454,59084.64
2018-05-29 17:45:00+02:00,11.7941,11.8499,11.794,11.8247,2018-05-29 17:59:59.999000+02:00,419,65104.66
2018-05-29 18:00:00+02:00,11.8345,11.9851,11.8251,11.875,2018-05-29 18:14:59.999000+02:00,571,57449.66
2018-05-29 18:15:00+02:00,11.8858,11.8957,11.78,11.8342,2018-05-29 18:29:59.999000+02:00,643,62078.38
2018-05-29 18:30:00+02:00,11.8213,11.899,11.8152,11.899,2018-05-29 18:44:59.999000+02:00,389,57370.72
2018-05-29 18:45:00+02:00,11.8999,11.9498,11.8724,11.8822,2018-05-29 18:59:59.999000+02:00,324,39446.52
2018-05-29 19:00:00+02:00,11.8908,11.9156,11.8009,11.8344,2018-05-29 19:14:59.999000+02:00,274,31263.32
2018-05-29 19:15:00+02:00,11.8542,11.895,11.8349,11.8703,2018-05-29 19:29:59.999000+02:00,300,54696.25
2018-05-29 19:30:00+02:00,11.8697,11.9874,11.8697,11.945,2018-05-29 19:44:59.999000+02:00,386,65431.95
2018-05-29 19:45:00+02:00,11.9499,12.2132,11.9451,12.1664,2018-05-29 19:59:59.999000+02:00,1102,104986.03
2018-05-29 20:00:00+02:00,12.1661,12.4514,12.13,12.3511,2018-05-29 20:14:59.999000+02:00,1494,129562.88
2018-05-29 20:15:00+02:00,12.3682,12.4433,12.2458,12.4,2018-05-29 20:29:59.999000+02:00,1132,98048.9
2018-05-29 20:30:00+02:00,12.4,12.465,12.3343,12.4,2018-05-29 20:44:59.999000+02:00,1099,94272.03
2018-05-29 20:45:00+02:00,12.3931,12.437,12.2306,12.2306,2018-05-29 20:59:59.999000+02:00,1336,127247.66
2018-05-29 21:00:00+02:00,12.2421,12.383,12.2169,12.3339,2018-05-29 21:14:59.999000+02:00,683,72521.3
2018-05-29 21:15:00+02:00,12.3478,12.3737,12.138,12.2328,2018-05-29 21:29:59.999000+02:00,759,91100.62
2018-05-29 21:30:00+02:00,12.2328,12.2744,12.1867,12.2524,2018-05-29 21:44:59.999000+02:00,377,36086.66
2018-05-29 21:45:00+02:00,12.2571,12.2687,12.1721,12.19,2018-05-29 21:59:59.999000+02:00,336,43146.1
2018-05-29 22:00:00+02:00,12.2067,12.3381,12.1087,12.3,2018-05-29 22:14:59.999000+02:00,575,62956.77
2018-05-29 22:15:00+02:00,12.2999,12.36,12.2051,12.2593,2018-05-29 22:29:59.999000+02:00,478,44987.26
2018-05-29 22:30:00+02:00,12.2593,12.35,12.2427,12.2599,2018-05-29 22:44:59.999000+02:00,490,45045.2
2018-05-29 22:45:00+02:00,12.2589,12.2589,12.0826,12.1871,2018-05-29 22:59:59.999000+02:00,744,78526.52
2018-05-29 23:00:00+02:00,12.1871,12.2499,12.1,12.1402,2018-05-29 23:14:59.999000+02:00,579,60154.83
2018-05-29 23:15:00+02:00,12.1437,12.1666,12.09,12.1176,2018-05-29 23:29:59.999000+02:00,493,52218.17
2018-05-29 23:30:00+02:00,12.1068,12.22,12.1056,12.2199,2018-05-29 23:44:59.999000+02:00,691,59820.12
2018-05-29 23:45:00+02:00,12.2199,12.2478,12.1073,12.2088,2018-05-29 23:59:59.999000+02:00,533,48771.92
2018-05-30 00:00:00+02:00,12.2088,12.2518,12.1572,12.1645,2018-05-30 00:14:59.999000+02:00,393,52321.96
2018-05-30 00:15:00+02:00,12.1447,12.1616,11.9351,12.0789,2018-05-30 00:29:59.999000+02:00,848,84024.12
2018-05-30 00:30:00+02:00,12.0706,12.09,12.0,12.0002,2018-05-30 00:44:59.999000+02:00,381,52314.84
2018-05-30 00:45:00+02:00,12.0,12.0178,11.8327,11.9101,2018-05-30 00:59:59.999000+02:00,902,79515.54
2018-05-30 01:00:00+02:00,11.9178,12.0999,11.8306,12.0697,2018-05-30 01:14:59.999000+02:00,561,57856.73
2018-05-30 01:15:00+02:00,12.0626,12.1101,12.0001,12.1067,2018-05-30 01:29:59.999000+02:00,480,46424.52
2018-05-30 01:30:00+02:00,12.0871,12.1098,11.9528,12.0695,2018-05-30 01:44:59.999000+02:00,295,36246.79
2018-05-30 01:45:00+02:00,12.0633,12.1501,12.0175,12.1112,2018-05-30 01:59:59.999000+02:00,248,33287.18
2018-05-30 02:00:00+02:00,12.1113,12.1499,12.0,12.0031,2018-05-30 02:14:59.999000+02:00,371,43458.87
2018-05-30 02:15:00+02:00,12.0198,12.0984,11.9918,12.0577,2018-05-30 02:29:59.999000+02:00,239,30690.37
2018-05-30 02:30:00+02:00,12.0577,12.215,12.0502,12.1556,2018-05-30 02:44:59.999000+02:00,666,76149.58
2018-05-30 02:45:00+02:00,12.1556,12.2499,12.1148,12.1662,2018-05-30 02:59:59.999000+02:00,523,59947.6
2018-05-30 03:00:00+02:00,12.1785,12.3873,12.1785,12.3389,2018-05-30 03:14:59.999000+02:00,631,73522.14
2018-05-30 03:15:00+02:00,12.3647,12.56,12.3213,12.4199,2018-05-30 03:29:59.999000+02:00,1284,105662.11
2018-05-30 03:30:00+02:00,12.4195,12.55,12.3775,12.5014,2018-05-30 03:44:59.999000+02:00,486,53320.08
2018-05-30 03:45:00+02:00,12.5199,12.5675,12.3268,12.33,2018-05-30 03:59:59.999000+02:00,725,66147.19
2018-05-30 04:00:00+02:00,12.33,12.4096,12.29,12.3328,2018-05-30 04:14:59.999000+02:00,427,52625.19
2018-05-30 04:15:00+02:00,12.3258,12.4883,12.2756,12.3701,2018-05-30 04:29:59.999000+02:00,737,93717.82
2018-05-30 04:30:00+02:00,12.3816,12.427,12.3505,12.42,2018-05-30 04:44:59.999000+02:00,369,55650.32
2018-05-30 04:45:00+02:00,12.4047,12.4876,12.25,12.3121,2018-05-30 04:59:59.999000+02:00,611,57646.71
2018-05-30 05:00:00+02:00,12.3062,12.324,12.2143,12.2569,2018-05-30 05:14:59.999000+02:00,473,45469.32
2018-05-30 05:15:00+02:00,12.2568,12.2821,12.0802,12.1358,2018-05-30 05:29:59.999000+02:00,835,88455.3
2018-05-30 05:30:00+02:00,12.1399,12.1793,12.1164,12.1297,2018-05-30 05:44:59.999000+02:00,545,74443.16
2018-05-30 05:45:00+02:00,12.1419,12.268,12.1109,12.207,2018-05-30 05:59:59.999000+02:00,478,62802.84
2018-05-30 06:00:00+02:00,12.207,12.3,12.18,12.2729,2018-05-30 06:14:59.999000+02:00,383,53821.08
2018-05-30 06:15:00+02:00,12.2731,12.2951,12.1867,12.2064,2018-05-30 06:29:59.999000+02:00,423,41175.63
2018-05-30 06:30:00+02:00,12.2064,12.2434,12.1664,12.2157,2018-05-30 06:44:59.999000+02:00,424,53652.28
2018-05-30 06:45:00+02:00,12.2157,12.3509,12.2136,12.2993,2018-05-30 06:59:59.999000+02:00,534,49171.98
2018-05-30 07:00:00+02:00,12.2982,12.3509,12.2827,12.3275,2018-05-30 07:14:59.999000+02:00,431,62966.85
2018-05-30 07:15:00+02:00,12.3217,12.3384,12.2436,12.2584,2018-05-30 07:29:59.999000+02:00,300,43965.45
2018-05-30 07:30:00+02:00,12.2823,12.2823,12.255,12.2579,2018-05-30 07:44:59.999000+02:00,328,63216.48
2018-05-30 07:45:00+02:00,12.2639,12.2699,12.2146,12.2484,2018-05-30 07:59:59.999000+02:00,325,47744.51
2018-05-30 08:00:00+02:00,12.2484,12.4697,12.2268,12.4218,2018-05-30 08:14:59.999000+02:00,658,61938.52
2018-05-30 08:15:00+02:00,12.4013,12.82,12.3139,12.32,2018-05-30 08:29:59.999000+02:00,757,88463.53
2018-05-30 08:30:00+02:00,12.32,12.3202,11.9804,12.0404,2018-05-30 08:44:59.999000+02:00,1058,96626.04
2018-05-30 08:45:00+02:00,12.0716,12.2,12.0243,12.1485,2018-05-30 08:59:59.999000+02:00,550,45271.61
2018-05-30 09:00:00+02:00,12.1483,12.22,12.05,12.1738,2018-05-30 09:14:59.999000+02:00,462,47300.17
2018-05-30 09:15:00+02:00,12.1743,12.2166,12.1292,12.1635,2018-05-30 09:29:59.999000+02:00,325,48454.28
2018-05-30 09:30:00+02:00,12.1633,12.1896,12.1403,12.1551,2018-05-30 09:44:59.999000+02:00,272,37783.81
2018-05-30 09:45:00+02:00,12.1489,12.2324,12.1411,12.2116,2018-05-30 09:59:59.999000+02:00,528,75155.83
2018-05-30 10:00:00+02:00,12.2117,12.2615,12.16,12.1838,2018-05-30 10:14:59.999000+02:00,376,51391.98
2018-05-30 10:15:00+02:00,12.1816,12.185,12.1542,12.1542,2018-05-30 10:29:59.999000+02:00,439,77428.45
2018-05-30 10:30:00+02:00,12.1542,12.1612,12.1,12.1,2018-05-30 10:44:59.999000+02:00,314,49420.86
2018-05-30 10:45:00+02:00,12.1,12.1958,12.0551,12.1499,2018-05-30 10:59:59.999000+02:00,500,56604.91
2018-05-30 11:00:00+02:00,12.1499,12.27,12.1055,12.1276,2018-05-30 11:14:59.999000+02:00,786,86368.99
2018-05-30 11:15:00+02:00,12.1254,12.1899,12.0791,12.1899,2018-05-30 11:29:59.999000+02:00,267,39784.65
2018-05-30 11:30:00+02:00,12.1899,12.2729,12.1484,12.2346,2018-05-30 11:44:59.999000+02:00,501,53808.49
2018-05-30 11:45:00+02:00,12.2101,12.3389,12.21,12.2423,2018-05-30 11:59:59.999000+02:00,462,57318.17
2018-05-30 12:00:00+02:00,12.2696,12.2982,12.2,12.2672,2018-05-30 12:14:59.999000+02:00,227,20221.3
2018-05-30 12:15:00+02:00,12.2659,12.3956,12.2452,12.3534,2018-05-30 12:29:59.999000+02:00,568,56514.76
2018-05-30 12:30:00+02:00,12.3795,12.3847,12.3361,12.3597,2018-05-30 12:44:59.999000+02:00,357,70194.33
2018-05-30 12:45:00+02:00,12.3585,12.3885,12.2526,12.326,2018-05-30 12:59:59.999000+02:00,469,59699.84
2018-05-30 13:00:00+02:00,12.3286,12.4077,12.29,12.3759,2018-05-30 13:14:59.999000+02:00,362,40459.77
2018-05-30 13:15:00+02:00,12.3759,12.46,12.3338,12.4296,2018-05-30 13:29:59.999000+02:00,540,74428.46
2018-05-30 13:30:00+02:00,12.4033,12.45,12.3,12.3261,2018-05-30 13:44:59.999000+02:00,686,68310.79
2018-05-30 13:45:00+02:00,12.3257,12.35,12.3,12.3268,2018-05-30 13:59:59.999000+02:00,498,69978.74
2018-05-30 14:00:00+02:00,12.319,12.3475,12.2256,12.24,2018-05-30 14:14:59.999000+02:00,629,81548.41
